"","Scenario","Hunting_bias","Herring_quality","year","lb","md","ub","group"
"3346","3050","Male","Mean of historical",2047,66402.725,93697,126640.025,"3050 Male Mean of historical"
"3347","3600","Male","Mean of historical",2047,50557.95,80306,112000.825,"3600 Male Mean of historical"
"3348","4800","Male","Mean of historical",2047,0,32275.5,71692.25,"4800 Male Mean of historical"
"3349","0","Female","Mean of historical",2047,80670.6,118565,177531.15,"0 Female Mean of historical"
"3350","1311","Female","Mean of historical",2047,79690.2,116604.5,168696.3,"1311 Female Mean of historical"
"3351","2400","Female","Mean of historical",2047,62847.525,89730,122603,"2400 Female Mean of historical"
"3352","3050","Female","Mean of historical",2047,35395.2,66250.5,98983.2,"3050 Female Mean of historical"
"3353","3600","Female","Mean of historical",2047,9188.125,38907,74516.225,"3600 Female Mean of historical"
"3354","4800","Female","Mean of historical",2047,0,0,10837.15,"4800 Female Mean of historical"
"3355","0","Historical","+0.2g/yr",2047,82700.275,121510,186645.125,"0 Historical +0.2g/yr"
"3356","1311","Historical","+0.2g/yr",2047,81732.125,119963,180923.9,"1311 Historical +0.2g/yr"
"3357","2400","Historical","+0.2g/yr",2047,75055.4,107454.5,152191.45,"2400 Historical +0.2g/yr"
"3358","3050","Historical","+0.2g/yr",2047,64810.1,95648.5,132878.8,"3050 Historical +0.2g/yr"
"3359","3600","Historical","+0.2g/yr",2047,41134.45,77801,113019.225,"3600 Historical +0.2g/yr"
"3360","4800","Historical","+0.2g/yr",2047,0,15274.5,60077.1,"4800 Historical +0.2g/yr"
"3361","0","Pup","+0.2g/yr",2047,82536.6,121661.5,186747.9,"0 Pup +0.2g/yr"
"3362","1311","Pup","+0.2g/yr",2047,81540.05,120128.5,181476.6,"1311 Pup +0.2g/yr"
"3363","2400","Pup","+0.2g/yr",2047,75289.475,108654,152472.475,"2400 Pup +0.2g/yr"
"3364","3050","Pup","+0.2g/yr",2047,68138.775,97794.5,135729.45,"3050 Pup +0.2g/yr"
"3365","3600","Pup","+0.2g/yr",2047,48738.075,81975.5,117734.725,"3600 Pup +0.2g/yr"
"3366","4800","Pup","+0.2g/yr",2047,0,24957.5,70631.95,"4800 Pup +0.2g/yr"
"3367","0","Adult","+0.2g/yr",2047,82687.625,121647.5,186789.15,"0 Adult +0.2g/yr"
"3368","1311","Adult","+0.2g/yr",2047,81744.475,120012.5,180975.775,"1311 Adult +0.2g/yr"
"3369","2400","Adult","+0.2g/yr",2047,74018.425,105797,146863.575,"2400 Adult +0.2g/yr"
"3370","3050","Adult","+0.2g/yr",2047,58237.85,90236,126633.65,"3050 Adult +0.2g/yr"
"3371","3600","Adult","+0.2g/yr",2047,30917.225,67899.5,104900.5,"3600 Adult +0.2g/yr"
"3372","4800","Adult","+0.2g/yr",2047,0,0,44777.4,"4800 Adult +0.2g/yr"
"3373","0","Male","+0.2g/yr",2047,82714.025,121734,186745.975,"0 Male +0.2g/yr"
"3374","1311","Male","+0.2g/yr",2047,81828.7,120222,182197.45,"1311 Male +0.2g/yr"
"3375","2400","Male","+0.2g/yr",2047,77384.8,112110,157656.275,"2400 Male +0.2g/yr"
"3376","3050","Male","+0.2g/yr",2047,73644.85,104693.5,145642.425,"3050 Male +0.2g/yr"
"3377","3600","Male","+0.2g/yr",2047,62767.25,93714.5,129702.025,"3600 Male +0.2g/yr"
"3378","4800","Male","+0.2g/yr",2047,4720.675,48915.5,93207.275,"4800 Male +0.2g/yr"
"3379","0","Female","+0.2g/yr",2047,82772.4,121544.5,187002.025,"0 Female +0.2g/yr"
"3380","1311","Female","+0.2g/yr",2047,81358.825,119906.5,179539.65,"1311 Female +0.2g/yr"
"3381","2400","Female","+0.2g/yr",2047,71523.375,101556.5,140935.05,"2400 Female +0.2g/yr"
"3382","3050","Female","+0.2g/yr",2047,47256.825,80615,115350.325,"3050 Female +0.2g/yr"
"3383","3600","Female","+0.2g/yr",2047,16660.4,53261,93557.575,"3600 Female +0.2g/yr"
"3384","4800","Female","+0.2g/yr",2047,0,0,22484.125,"4800 Female +0.2g/yr"
"3385","0","Historical","-0.2g/yr",2047,80213.35,117881.5,173307.9,"0 Historical -0.2g/yr"
"3386","1311","Historical","-0.2g/yr",2047,79464.625,115825,165259.35,"1311 Historical -0.2g/yr"
"3387","2400","Historical","-0.2g/yr",2047,67658.05,94613.5,127214.275,"2400 Historical -0.2g/yr"
"3388","3050","Historical","-0.2g/yr",2047,49531.725,77468.5,107581.65,"3050 Historical -0.2g/yr"
"3389","3600","Historical","-0.2g/yr",2047,25803.25,56516,88853.275,"3600 Historical -0.2g/yr"
"3390","4800","Historical","-0.2g/yr",2047,0,0,35637.1,"4800 Historical -0.2g/yr"
"3391","0","Pup","-0.2g/yr",2047,80348.525,117958,173799.725,"0 Pup -0.2g/yr"
"3392","1311","Pup","-0.2g/yr",2047,79334.975,115984,166884.225,"1311 Pup -0.2g/yr"
"3393","2400","Pup","-0.2g/yr",2047,70225.55,96326.5,129742.175,"2400 Pup -0.2g/yr"
"3394","3050","Pup","-0.2g/yr",2047,52881.425,80218,109705,"3050 Pup -0.2g/yr"
"3395","3600","Pup","-0.2g/yr",2047,30971.175,61210,93415.95,"3600 Pup -0.2g/yr"
"3396","4800","Pup","-0.2g/yr",2047,0,8057.5,44056.35,"4800 Pup -0.2g/yr"
"3397","0","Adult","-0.2g/yr",2047,80290.325,117963.5,173681.65,"0 Adult -0.2g/yr"
"3398","1311","Adult","-0.2g/yr",2047,79448.175,115905,165621.875,"1311 Adult -0.2g/yr"
"3399","2400","Adult","-0.2g/yr",2047,65271.125,91470.5,124278.5,"2400 Adult -0.2g/yr"
"3400","3050","Adult","-0.2g/yr",2047,42762.475,71209,101371.25,"3050 Adult -0.2g/yr"
"3401","3600","Adult","-0.2g/yr",2047,16492.1,47037,80169.275,"3600 Adult -0.2g/yr"
"3402","4800","Adult","-0.2g/yr",2047,0,0,23690,"4800 Adult -0.2g/yr"
"3403","0","Male","-0.2g/yr",2047,80419.075,117921,173304.875,"0 Male -0.2g/yr"
"3404","1311","Male","-0.2g/yr",2047,79593.3,116309.5,167272.2,"1311 Male -0.2g/yr"
"3405","2400","Male","-0.2g/yr",2047,72142.525,101275,136956.425,"2400 Male -0.2g/yr"
"3406","3050","Male","-0.2g/yr",2047,62093.4,89150,120160.4,"3050 Male -0.2g/yr"
"3407","3600","Male","-0.2g/yr",2047,45075.975,74678,104924.45,"3600 Male -0.2g/yr"
"3408","4800","Male","-0.2g/yr",2047,0,26752,64887.125,"4800 Male -0.2g/yr"
"3409","0","Female","-0.2g/yr",2047,80368.85,117806,173851.125,"0 Female -0.2g/yr"
"3410","1311","Female","-0.2g/yr",2047,78983.2,115589,164830.875,"1311 Female -0.2g/yr"
"3411","2400","Female","-0.2g/yr",2047,59934.9,85209,114913.425,"2400 Female -0.2g/yr"
"3412","3050","Female","-0.2g/yr",2047,31355.8,60760,91126.375,"3050 Female -0.2g/yr"
"3413","3600","Female","-0.2g/yr",2047,5577.85,33441.5,67209.625,"3600 Female -0.2g/yr"
"3414","4800","Female","-0.2g/yr",2047,0,0,6139.625,"4800 Female -0.2g/yr"
"3415","0","Historical","+4g in 2025",2047,82907.1,122029.5,188858.875,"0 Historical +4g in 2025"
"3416","1311","Historical","+4g in 2025",2047,81705.525,120233,185596.775,"1311 Historical +4g in 2025"
"3417","2400","Historical","+4g in 2025",2047,75779.85,111579,161179.575,"2400 Historical +4g in 2025"
"3418","3050","Historical","+4g in 2025",2047,69990.775,103365.5,149370.3,"3050 Historical +4g in 2025"
"3419","3600","Historical","+4g in 2025",2047,53543.475,91081,134509.575,"3600 Historical +4g in 2025"
"3420","4800","Historical","+4g in 2025",2047,0,38077.5,90290.175,"4800 Historical +4g in 2025"
"3421","0","Pup","+4g in 2025",2047,82707.975,121951,189366.1,"0 Pup +4g in 2025"
"3422","1311","Pup","+4g in 2025",2047,81806.625,120307.5,185559.6,"1311 Pup +4g in 2025"
"3423","2400","Pup","+4g in 2025",2047,76290.15,111981,163564,"2400 Pup +4g in 2025"
"3424","3050","Pup","+4g in 2025",2047,71347.45,104714.5,151577.4,"3050 Pup +4g in 2025"
"3425","3600","Pup","+4g in 2025",2047,58626.65,93709,138093.9,"3600 Pup +4g in 2025"
"3426","4800","Pup","+4g in 2025",2047,0,48230.5,97634.6,"4800 Pup +4g in 2025"
"3427","0","Adult","+4g in 2025",2047,82732.95,121982,189090.95,"0 Adult +4g in 2025"
"3428","1311","Adult","+4g in 2025",2047,81561.3,120227,185472.775,"1311 Adult +4g in 2025"
"3429","2400","Adult","+4g in 2025",2047,74749.675,109212,158538.9,"2400 Adult +4g in 2025"
"3430","3050","Adult","+4g in 2025",2047,66154.325,99569,145157.6,"3050 Adult +4g in 2025"
"3431","3600","Adult","+4g in 2025",2047,43244.925,83403,126319.475,"3600 Adult +4g in 2025"
"3432","4800","Adult","+4g in 2025",2047,0,20298.5,75003.7,"4800 Adult +4g in 2025"
"3433","0","Male","+4g in 2025",2047,82646.825,121859,189017.425,"0 Male +4g in 2025"
"3434","1311","Male","+4g in 2025",2047,81788,120574,186245.425,"1311 Male +4g in 2025"
"3435","2400","Male","+4g in 2025",2047,77763.825,114425.5,166839.575,"2400 Male +4g in 2025"
"3436","3050","Male","+4g in 2025",2047,74202.3,108606.5,158187.375,"3050 Male +4g in 2025"
"3437","3600","Male","+4g in 2025",2047,68848.8,102281,148416.275,"3600 Male +4g in 2025"
"3438","4800","Male","+4g in 2025",2047,20835.2,70557,115440.425,"4800 Male +4g in 2025"
"3439","0","Female","+4g in 2025",2047,82873.425,121889.5,189122.775,"0 Female +4g in 2025"
"3440","1311","Female","+4g in 2025",2047,81495.175,120025,184826.825,"1311 Female +4g in 2025"
"3441","2400","Female","+4g in 2025",2047,72631.875,106363,153592.175,"2400 Female +4g in 2025"
"3442","3050","Female","+4g in 2025",2047,55921.825,92005,135638.325,"3050 Female +4g in 2025"
"3443","3600","Female","+4g in 2025",2047,28550.325,71248,114587.375,"3600 Female +4g in 2025"
"3444","4800","Female","+4g in 2025",2047,0,1857.5,53392.875,"4800 Female +4g in 2025"
"3445","0","Historical","-4g in 2025",2047,80179.95,117835,172529.05,"0 Historical -4g in 2025"
"3446","1311","Historical","-4g in 2025",2047,79117.275,115336,164494.35,"1311 Historical -4g in 2025"
"3447","2400","Historical","-4g in 2025",2047,66317.775,93026.5,124012.5,"2400 Historical -4g in 2025"
"3448","3050","Historical","-4g in 2025",2047,45231.275,74519.5,104851.075,"3050 Historical -4g in 2025"
"3449","3600","Historical","-4g in 2025",2047,21534.625,52392,86438.45,"3600 Historical -4g in 2025"
"3450","4800","Historical","-4g in 2025",2047,0,0,33034.25,"4800 Historical -4g in 2025"
"3451","0","Pup","-4g in 2025",2047,80258.9,117705,172420.6,"0 Pup -4g in 2025"
"3452","1311","Pup","-4g in 2025",2047,79489.975,115590.5,165303.925,"1311 Pup -4g in 2025"
"3453","2400","Pup","-4g in 2025",2047,67576.625,94371.5,125737.95,"2400 Pup -4g in 2025"
"3454","3050","Pup","-4g in 2025",2047,49509.275,77286,107581.15,"3050 Pup -4g in 2025"
"3455","3600","Pup","-4g in 2025",2047,26692.15,57490.5,90735.4,"3600 Pup -4g in 2025"
"3456","4800","Pup","-4g in 2025",2047,0,3599.5,41199.25,"4800 Pup -4g in 2025"
"3457","0","Adult","-4g in 2025",2047,80328.475,117687,172034.9,"0 Adult -4g in 2025"
"3458","1311","Adult","-4g in 2025",2047,79346.1,115355,164594.45,"1311 Adult -4g in 2025"
"3459","2400","Adult","-4g in 2025",2047,62608.55,89335,121060.05,"2400 Adult -4g in 2025"
"3460","3050","Adult","-4g in 2025",2047,37585.7,67709,99730.525,"3050 Adult -4g in 2025"
"3461","3600","Adult","-4g in 2025",2047,12573.475,42866.5,78554.825,"3600 Adult -4g in 2025"
"3462","4800","Adult","-4g in 2025",2047,0,0,18988.025,"4800 Adult -4g in 2025"
"3463","0","Male","-4g in 2025",2047,80300.375,117855.5,172310.3,"0 Male -4g in 2025"
"3464","1311","Male","-4g in 2025",2047,79751.425,115871,165951.3,"1311 Male -4g in 2025"
"3465","2400","Male","-4g in 2025",2047,71585.675,99518,133582.475,"2400 Male -4g in 2025"
"3466","3050","Male","-4g in 2025",2047,59528.3,87209,118079.825,"3050 Male -4g in 2025"
"3467","3600","Male","-4g in 2025",2047,40492.325,71291.5,102570.55,"3600 Male -4g in 2025"
"3468","4800","Male","-4g in 2025",2047,0,22032,62845.85,"4800 Male -4g in 2025"
"3469","0","Female","-4g in 2025",2047,80249.725,117659,172261.075,"0 Female -4g in 2025"
"3470","1311","Female","-4g in 2025",2047,79155.675,114999,163419.4,"1311 Female -4g in 2025"
"3471","2400","Female","-4g in 2025",2047,56128.125,82937.5,112628.45,"2400 Female -4g in 2025"
"3472","3050","Female","-4g in 2025",2047,27724.05,56873,90121.65,"3050 Female -4g in 2025"
"3473","3600","Female","-4g in 2025",2047,2071.15,29855,64913.75,"3600 Female -4g in 2025"
"3474","4800","Female","-4g in 2025",2047,0,0,3109.325,"4800 Female -4g in 2025"
"3475","0","Historical","Mean of historical",2048,80622.275,118924.5,180212.475,"0 Historical Mean of historical"
"3476","1311","Historical","Mean of historical",2048,79672.925,116901.5,173928.275,"1311 Historical Mean of historical"
"3477","2400","Historical","Mean of historical",2048,70770.625,100697,136699.5,"2400 Historical Mean of historical"
"3478","3050","Historical","Mean of historical",2048,54511.75,83675.5,117402.075,"3050 Historical Mean of historical"
"3479","3600","Historical","Mean of historical",2048,28292.8,62713.5,97497.825,"3600 Historical Mean of historical"
"3480","4800","Historical","Mean of historical",2048,0,0,40124.475,"4800 Historical Mean of historical"
"3481","0","Pup","Mean of historical",2048,80673.45,118780,180745.65,"0 Pup Mean of historical"
"3482","1311","Pup","Mean of historical",2048,80005.675,117129,174240.225,"1311 Pup Mean of historical"
"3483","2400","Pup","Mean of historical",2048,71552.25,101917,138862.075,"2400 Pup Mean of historical"
"3484","3050","Pup","Mean of historical",2048,57964.825,86452.5,119349.3,"3050 Pup Mean of historical"
"3485","3600","Pup","Mean of historical",2048,34038.2,68072.5,102474.225,"3600 Pup Mean of historical"
"3486","4800","Pup","Mean of historical",2048,0,8313,49436.35,"4800 Pup Mean of historical"
"3487","0","Adult","Mean of historical",2048,80481.025,118801,180819.975,"0 Adult Mean of historical"
"3488","1311","Adult","Mean of historical",2048,79697.25,117022.5,174399.6,"1311 Adult Mean of historical"
"3489","2400","Adult","Mean of historical",2048,68311.7,97268.5,133171.925,"2400 Adult Mean of historical"
"3490","3050","Adult","Mean of historical",2048,45843.525,77539,111197.85,"3050 Adult Mean of historical"
"3491","3600","Adult","Mean of historical",2048,17053.025,51704,88478.15,"3600 Adult Mean of historical"
"3492","4800","Adult","Mean of historical",2048,0,0,24061.55,"4800 Adult Mean of historical"
"3493","0","Male","Mean of historical",2048,80610.6,118831.5,180408.1,"0 Male Mean of historical"
"3494","1311","Male","Mean of historical",2048,80061.75,117261,175024.075,"1311 Male Mean of historical"
"3495","2400","Male","Mean of historical",2048,74391.275,106250.5,146581.3,"2400 Male Mean of historical"
"3496","3050","Male","Mean of historical",2048,67096.6,95536,129862.425,"3050 Male Mean of historical"
"3497","3600","Male","Mean of historical",2048,50542.675,81679,115286.825,"3600 Male Mean of historical"
"3498","4800","Male","Mean of historical",2048,0,30124,72642.15,"4800 Male Mean of historical"
"3499","0","Female","Mean of historical",2048,80835.85,118834.5,180523.075,"0 Female Mean of historical"
"3500","1311","Female","Mean of historical",2048,79665.2,116681.5,173267.925,"1311 Female Mean of historical"
"3501","2400","Female","Mean of historical",2048,63041.275,91245,124566.225,"2400 Female Mean of historical"
"3502","3050","Female","Mean of historical",2048,33991.725,66672,100980.625,"3050 Female Mean of historical"
"3503","3600","Female","Mean of historical",2048,5656.8,37124,74929.425,"3600 Female Mean of historical"
"3504","4800","Female","Mean of historical",2048,0,0,5873.92499999998,"4800 Female Mean of historical"
"3505","0","Historical","+0.2g/yr",2048,82614.975,121898,188157.95,"0 Historical +0.2g/yr"
"3506","1311","Historical","+0.2g/yr",2048,81810.2,120307,183908.6,"1311 Historical +0.2g/yr"
"3507","2400","Historical","+0.2g/yr",2048,75384.975,109610,154417.325,"2400 Historical +0.2g/yr"
"3508","3050","Historical","+0.2g/yr",2048,65635.75,97711,137410.375,"3050 Historical +0.2g/yr"
"3509","3600","Historical","+0.2g/yr",2048,40383.775,79796.5,116515.375,"3600 Historical +0.2g/yr"
"3510","4800","Historical","+0.2g/yr",2048,0,11288,60469.7,"4800 Historical +0.2g/yr"
"3511","0","Pup","+0.2g/yr",2048,82733.775,121931,188219.9,"0 Pup +0.2g/yr"
"3512","1311","Pup","+0.2g/yr",2048,81818.75,120444,184757.95,"1311 Pup +0.2g/yr"
"3513","2400","Pup","+0.2g/yr",2048,75927.85,110337.5,156683.625,"2400 Pup +0.2g/yr"
"3514","3050","Pup","+0.2g/yr",2048,68983.475,100136.5,139797.775,"3050 Pup +0.2g/yr"
"3515","3600","Pup","+0.2g/yr",2048,48614.45,83889,121906.35,"3600 Pup +0.2g/yr"
"3516","4800","Pup","+0.2g/yr",2048,0,22165.5,71499.35,"4800 Pup +0.2g/yr"
"3517","0","Adult","+0.2g/yr",2048,82738.15,122100.5,188250.15,"0 Adult +0.2g/yr"
"3518","1311","Adult","+0.2g/yr",2048,81672.725,120320,184240.45,"1311 Adult +0.2g/yr"
"3519","2400","Adult","+0.2g/yr",2048,74152.8,107052.5,150628.375,"2400 Adult +0.2g/yr"
"3520","3050","Adult","+0.2g/yr",2048,59039.15,92255,130970.8,"3050 Adult +0.2g/yr"
"3521","3600","Adult","+0.2g/yr",2048,29202.85,69098,107734.175,"3600 Adult +0.2g/yr"
"3522","4800","Adult","+0.2g/yr",2048,0,0,43310.8,"4800 Adult +0.2g/yr"
"3523","0","Male","+0.2g/yr",2048,82819.625,122017.5,188453.325,"0 Male +0.2g/yr"
"3524","1311","Male","+0.2g/yr",2048,82001.6,120611.5,185663.225,"1311 Male +0.2g/yr"
"3525","2400","Male","+0.2g/yr",2048,78038.375,113107,160991.5,"2400 Male +0.2g/yr"
"3526","3050","Male","+0.2g/yr",2048,73926.825,106435.5,150188.05,"3050 Male +0.2g/yr"
"3527","3600","Male","+0.2g/yr",2048,63724.975,96041.5,136015.65,"3600 Male +0.2g/yr"
"3528","4800","Male","+0.2g/yr",2048,0,48577.5,96219.775,"4800 Male +0.2g/yr"
"3529","0","Female","+0.2g/yr",2048,82789.925,121914,188584,"0 Female +0.2g/yr"
"3530","1311","Female","+0.2g/yr",2048,81450.775,120083,183110.125,"1311 Female +0.2g/yr"
"3531","2400","Female","+0.2g/yr",2048,71867.85,103326,144752.775,"2400 Female +0.2g/yr"
"3532","3050","Female","+0.2g/yr",2048,46783.7,82348.5,119538,"3050 Female +0.2g/yr"
"3533","3600","Female","+0.2g/yr",2048,13602.15,52762,96444.2,"3600 Female +0.2g/yr"
"3534","4800","Female","+0.2g/yr",2048,0,0,18664.85,"4800 Female +0.2g/yr"
"3535","0","Historical","-0.2g/yr",2048,80235.425,118112,175787.75,"0 Historical -0.2g/yr"
"3536","1311","Historical","-0.2g/yr",2048,79190.875,115934.5,169232,"1311 Historical -0.2g/yr"
"3537","2400","Historical","-0.2g/yr",2048,68629.875,95865.5,130385.225,"2400 Historical -0.2g/yr"
"3538","3050","Historical","-0.2g/yr",2048,49373.075,78523,110253.5,"3050 Historical -0.2g/yr"
"3539","3600","Historical","-0.2g/yr",2048,23803.4,56350,90955.075,"3600 Historical -0.2g/yr"
"3540","4800","Historical","-0.2g/yr",2048,0,0,32813.575,"4800 Historical -0.2g/yr"
"3541","0","Pup","-0.2g/yr",2048,80196.775,118047,175731.325,"0 Pup -0.2g/yr"
"3542","1311","Pup","-0.2g/yr",2048,79535.975,116342,169738.7,"1311 Pup -0.2g/yr"
"3543","2400","Pup","-0.2g/yr",2048,70297.925,97796,132551.75,"2400 Pup -0.2g/yr"
"3544","3050","Pup","-0.2g/yr",2048,52676.925,81481,112580.45,"3050 Pup -0.2g/yr"
"3545","3600","Pup","-0.2g/yr",2048,29348.6,61437,95313.125,"3600 Pup -0.2g/yr"
"3546","4800","Pup","-0.2g/yr",2048,0,3679,41914.3,"4800 Pup -0.2g/yr"
"3547","0","Adult","-0.2g/yr",2048,80286.55,118183.5,176095.05,"0 Adult -0.2g/yr"
"3548","1311","Adult","-0.2g/yr",2048,79393.325,116110.5,169267.725,"1311 Adult -0.2g/yr"
"3549","2400","Adult","-0.2g/yr",2048,65618.6,93069,127592.85,"2400 Adult -0.2g/yr"
"3550","3050","Adult","-0.2g/yr",2048,41942.825,72148,103624.15,"3050 Adult -0.2g/yr"
"3551","3600","Adult","-0.2g/yr",2048,13453.05,45933.5,81120.8,"3600 Adult -0.2g/yr"
"3552","4800","Adult","-0.2g/yr",2048,0,0,20125.975,"4800 Adult -0.2g/yr"
"3553","0","Male","-0.2g/yr",2048,80151.375,118182,176220.625,"0 Male -0.2g/yr"
"3554","1311","Male","-0.2g/yr",2048,79305.3,116520,170807.525,"1311 Male -0.2g/yr"
"3555","2400","Male","-0.2g/yr",2048,72234.25,102828.5,139956.8,"2400 Male -0.2g/yr"
"3556","3050","Male","-0.2g/yr",2048,62735.225,90706,123896.325,"3050 Male -0.2g/yr"
"3557","3600","Male","-0.2g/yr",2048,44574.825,75710.5,107303.725,"3600 Male -0.2g/yr"
"3558","4800","Male","-0.2g/yr",2048,0,23940,64692.7,"4800 Male -0.2g/yr"
"3559","0","Female","-0.2g/yr",2048,80200.925,118161.5,175814.125,"0 Female -0.2g/yr"
"3560","1311","Female","-0.2g/yr",2048,79042.3,115825.5,168086.275,"1311 Female -0.2g/yr"
"3561","2400","Female","-0.2g/yr",2048,59905.775,86644,118239.45,"2400 Female -0.2g/yr"
"3562","3050","Female","-0.2g/yr",2048,29414.85,60683.5,92874.875,"3050 Female -0.2g/yr"
"3563","3600","Female","-0.2g/yr",2048,1895.575,31305.5,67403.8,"3600 Female -0.2g/yr"
"3564","4800","Female","-0.2g/yr",2048,0,0,1055.15,"4800 Female -0.2g/yr"
"3565","0","Historical","+4g in 2025",2048,82875.875,122031,190164.25,"0 Historical +4g in 2025"
"3566","1311","Historical","+4g in 2025",2048,81865,120419,186981.35,"1311 Historical +4g in 2025"
"3567","2400","Historical","+4g in 2025",2048,76016.925,112669,164319.3,"2400 Historical +4g in 2025"
"3568","3050","Historical","+4g in 2025",2048,70742.725,104253,151836.175,"3050 Historical +4g in 2025"
"3569","3600","Historical","+4g in 2025",2048,53765.25,92507,138069,"3600 Historical +4g in 2025"
"3570","4800","Historical","+4g in 2025",2048,0,36078,92301.9,"4800 Historical +4g in 2025"
"3571","0","Pup","+4g in 2025",2048,82852.25,121907.5,189686.025,"0 Pup +4g in 2025"
"3572","1311","Pup","+4g in 2025",2048,81860.6,120565.5,187536.2,"1311 Pup +4g in 2025"
"3573","2400","Pup","+4g in 2025",2048,76624.575,112992,166246.65,"2400 Pup +4g in 2025"
"3574","3050","Pup","+4g in 2025",2048,71591.475,105626.5,154588.125,"3050 Pup +4g in 2025"
"3575","3600","Pup","+4g in 2025",2048,59054.025,95242.5,142785.7,"3600 Pup +4g in 2025"
"3576","4800","Pup","+4g in 2025",2048,0,47229.5,99185.075,"4800 Pup +4g in 2025"
"3577","0","Adult","+4g in 2025",2048,82736.9,122203.5,189985.6,"0 Adult +4g in 2025"
"3578","1311","Adult","+4g in 2025",2048,81805.675,120482,187047.95,"1311 Adult +4g in 2025"
"3579","2400","Adult","+4g in 2025",2048,74915.075,110619,162048.6,"2400 Adult +4g in 2025"
"3580","3050","Adult","+4g in 2025",2048,66935.475,101022,148656.275,"3050 Adult +4g in 2025"
"3581","3600","Adult","+4g in 2025",2048,42273.4,84711.5,129299.125,"3600 Adult +4g in 2025"
"3582","4800","Adult","+4g in 2025",2048,0,16532.5,75981,"4800 Adult +4g in 2025"
"3583","0","Male","+4g in 2025",2048,82628.025,121867.5,189784.825,"0 Male +4g in 2025"
"3584","1311","Male","+4g in 2025",2048,81785.55,120845.5,188281,"1311 Male +4g in 2025"
"3585","2400","Male","+4g in 2025",2048,78111.55,115063,170122.725,"2400 Male +4g in 2025"
"3586","3050","Male","+4g in 2025",2048,74329.65,109709.5,161813.775,"3050 Male +4g in 2025"
"3587","3600","Male","+4g in 2025",2048,69250.925,103886,151833.975,"3600 Male +4g in 2025"
"3588","4800","Male","+4g in 2025",2048,17783.05,71695,119035.9,"4800 Male +4g in 2025"
"3589","0","Female","+4g in 2025",2048,82660.95,122034,190079.95,"0 Female +4g in 2025"
"3590","1311","Female","+4g in 2025",2048,81517.375,120271,186648.4,"1311 Female +4g in 2025"
"3591","2400","Female","+4g in 2025",2048,72934.925,107523.5,156598.8,"2400 Female +4g in 2025"
"3592","3050","Female","+4g in 2025",2048,55925.15,93572,140097.125,"3050 Female +4g in 2025"
"3593","3600","Female","+4g in 2025",2048,26243.725,72329,118000.525,"3600 Female +4g in 2025"
"3594","4800","Female","+4g in 2025",2048,0,0,51786.75,"4800 Female +4g in 2025"
"3595","0","Historical","-4g in 2025",2048,80227.475,118151.5,174572.3,"0 Historical -4g in 2025"
"3596","1311","Historical","-4g in 2025",2048,79512.75,115892,168002.55,"1311 Historical -4g in 2025"
"3597","2400","Historical","-4g in 2025",2048,67140.05,94706,127608.45,"2400 Historical -4g in 2025"
"3598","3050","Historical","-4g in 2025",2048,44579.725,75471,107837.275,"3050 Historical -4g in 2025"
"3599","3600","Historical","-4g in 2025",2048,19023,52121.5,87686.9,"3600 Historical -4g in 2025"
"3600","4800","Historical","-4g in 2025",2048,0,0,30346.275,"4800 Historical -4g in 2025"
"3601","0","Pup","-4g in 2025",2048,80290.825,117986,174855.475,"0 Pup -4g in 2025"
"3602","1311","Pup","-4g in 2025",2048,79157.925,115894.5,168472.225,"1311 Pup -4g in 2025"
"3603","2400","Pup","-4g in 2025",2048,68332.2,96110,129110.375,"2400 Pup -4g in 2025"
"3604","3050","Pup","-4g in 2025",2048,49167.025,78540.5,110544.95,"3050 Pup -4g in 2025"
"3605","3600","Pup","-4g in 2025",2048,24518.075,57507,92384.35,"3600 Pup -4g in 2025"
"3606","4800","Pup","-4g in 2025",2048,0,0,39223.7,"4800 Pup -4g in 2025"
"3607","0","Adult","-4g in 2025",2048,80269.05,118022.5,174534.325,"0 Adult -4g in 2025"
"3608","1311","Adult","-4g in 2025",2048,79300,115744.5,167438.3,"1311 Adult -4g in 2025"
"3609","2400","Adult","-4g in 2025",2048,63110.875,90935,124178.025,"2400 Adult -4g in 2025"
"3610","3050","Adult","-4g in 2025",2048,36138,68427,101712.65,"3050 Adult -4g in 2025"
"3611","3600","Adult","-4g in 2025",2048,9333.125,41733.5,79978.575,"3600 Adult -4g in 2025"
"3612","4800","Adult","-4g in 2025",2048,0,0,14969.7,"4800 Adult -4g in 2025"
"3613","0","Male","-4g in 2025",2048,80396.525,118084.5,174919.125,"0 Male -4g in 2025"
"3614","1311","Male","-4g in 2025",2048,79583.7,116381,169234.925,"1311 Male -4g in 2025"
"3615","2400","Male","-4g in 2025",2048,71547.8,101125.5,138074.45,"2400 Male -4g in 2025"
"3616","3050","Male","-4g in 2025",2048,60084.35,88691.5,121398.175,"3050 Male -4g in 2025"
"3617","3600","Male","-4g in 2025",2048,39681.6,72581,104702.55,"3600 Male -4g in 2025"
"3618","4800","Male","-4g in 2025",2048,0,19067.5,63226.725,"4800 Male -4g in 2025"
"3619","0","Female","-4g in 2025",2048,80289.05,118119.5,174540.525,"0 Female -4g in 2025"
"3620","1311","Female","-4g in 2025",2048,79386.025,115587,167051.325,"1311 Female -4g in 2025"
"3621","2400","Female","-4g in 2025",2048,56311.7,84113,115869.375,"2400 Female -4g in 2025"
