"","Scenario","Hunting_bias","Herring_quality","year","lb","md","ub","group"
"266","1311","Historical","+4g in 2025",2026,55354.15,62452.5,71683.35,"1311 Historical +4g in 2025"
"267","2400","Historical","+4g in 2025",2026,53112.2,60386.5,69596.175,"2400 Historical +4g in 2025"
"268","3050","Historical","+4g in 2025",2026,52450.4,59648,68848.6,"3050 Historical +4g in 2025"
"269","3600","Historical","+4g in 2025",2026,51831.3,59017,68188.925,"3600 Historical +4g in 2025"
"270","4800","Historical","+4g in 2025",2026,50402.975,57692.5,66859.7,"4800 Historical +4g in 2025"
"271","0","Pup","+4g in 2025",2026,55872.55,63000.5,72281.825,"0 Pup +4g in 2025"
"272","1311","Pup","+4g in 2025",2026,55285.5,62484,71775.475,"1311 Pup +4g in 2025"
"273","2400","Pup","+4g in 2025",2026,53338,60471.5,69680.925,"2400 Pup +4g in 2025"
"274","3050","Pup","+4g in 2025",2026,52622,59773.5,68958.175,"3050 Pup +4g in 2025"
"275","3600","Pup","+4g in 2025",2026,51940.375,59196.5,68393.225,"3600 Pup +4g in 2025"
"276","4800","Pup","+4g in 2025",2026,50787.625,57886.5,67077.225,"4800 Pup +4g in 2025"
"277","0","Adult","+4g in 2025",2026,55798.8,63019.5,72194.55,"0 Adult +4g in 2025"
"278","1311","Adult","+4g in 2025",2026,55290.5,62431.5,71747.85,"1311 Adult +4g in 2025"
"279","2400","Adult","+4g in 2025",2026,53033.225,60303,69385.525,"2400 Adult +4g in 2025"
"280","3050","Adult","+4g in 2025",2026,52340.7,59523,68803.225,"3050 Adult +4g in 2025"
"281","3600","Adult","+4g in 2025",2026,51750.2,58905.5,68170.375,"3600 Adult +4g in 2025"
"282","4800","Adult","+4g in 2025",2026,50304.025,57551,66791.4,"4800 Adult +4g in 2025"
"283","0","Male","+4g in 2025",2026,55798.475,63048,72224.6,"0 Male +4g in 2025"
"284","1311","Male","+4g in 2025",2026,55216.65,62497.5,71792.3,"1311 Male +4g in 2025"
"285","2400","Male","+4g in 2025",2026,53195.625,60486,69804.925,"2400 Male +4g in 2025"
"286","3050","Male","+4g in 2025",2026,52706.4,59822.5,69062.575,"3050 Male +4g in 2025"
"287","3600","Male","+4g in 2025",2026,51924.975,59246.5,68400.85,"3600 Male +4g in 2025"
"288","4800","Male","+4g in 2025",2026,50844.925,57957.5,67208.225,"4800 Male +4g in 2025"
"289","0","Female","+4g in 2025",2026,55824.35,63026,72271.8,"0 Female +4g in 2025"
"290","1311","Female","+4g in 2025",2026,55204.65,62405,71588.525,"1311 Female +4g in 2025"
"291","2400","Female","+4g in 2025",2026,53087.6,60293.5,69506.775,"2400 Female +4g in 2025"
"292","3050","Female","+4g in 2025",2026,52332.65,59522,68704.05,"3050 Female +4g in 2025"
"293","3600","Female","+4g in 2025",2026,51782.1,58914.5,68217.05,"3600 Female +4g in 2025"
"294","4800","Female","+4g in 2025",2026,50312.75,57588,66779.2,"4800 Female +4g in 2025"
"295","0","Historical","-4g in 2025",2026,54247.425,61129.5,69920.325,"0 Historical -4g in 2025"
"296","1311","Historical","-4g in 2025",2026,53537.9,60487,69215.55,"1311 Historical -4g in 2025"
"297","2400","Historical","-4g in 2025",2026,51620.9,58537,67252.65,"2400 Historical -4g in 2025"
"298","3050","Historical","-4g in 2025",2026,50960.8,57831.5,66493.975,"3050 Historical -4g in 2025"
"299","3600","Historical","-4g in 2025",2026,50303.375,57234,65974.625,"3600 Historical -4g in 2025"
"300","4800","Historical","-4g in 2025",2026,49055.925,55903,64719.275,"4800 Historical -4g in 2025"
"301","0","Pup","-4g in 2025",2026,54220.125,61047,69768.975,"0 Pup -4g in 2025"
"302","1311","Pup","-4g in 2025",2026,53741.875,60548.5,69227.725,"1311 Pup -4g in 2025"
"303","2400","Pup","-4g in 2025",2026,51669.975,58641.5,67262.4,"2400 Pup -4g in 2025"
"304","3050","Pup","-4g in 2025",2026,50996.175,57927,66722.15,"3050 Pup -4g in 2025"
"305","3600","Pup","-4g in 2025",2026,50459,57320.5,66065.975,"3600 Pup -4g in 2025"
"306","4800","Pup","-4g in 2025",2026,49240.925,56118,64770.525,"4800 Pup -4g in 2025"
"307","0","Adult","-4g in 2025",2026,54121.9,61136,69793.45,"0 Adult -4g in 2025"
"308","1311","Adult","-4g in 2025",2026,53693.875,60480,69240.1,"1311 Adult -4g in 2025"
"309","2400","Adult","-4g in 2025",2026,51550.1,58435,67240.025,"2400 Adult -4g in 2025"
"310","3050","Adult","-4g in 2025",2026,50834.4,57687.5,66502.175,"3050 Adult -4g in 2025"
"311","3600","Adult","-4g in 2025",2026,50163.575,57111,65843.3,"3600 Adult -4g in 2025"
"312","4800","Adult","-4g in 2025",2026,48923.2,55757,64527.225,"4800 Adult -4g in 2025"
"313","0","Male","-4g in 2025",2026,54205.425,61076,69848.85,"0 Male -4g in 2025"
"314","1311","Male","-4g in 2025",2026,53702.175,60567,69298.45,"1311 Male -4g in 2025"
"315","2400","Male","-4g in 2025",2026,51687.925,58656,67381.175,"2400 Male -4g in 2025"
"316","3050","Male","-4g in 2025",2026,51145.125,57973,66669.275,"3050 Male -4g in 2025"
"317","3600","Male","-4g in 2025",2026,50589.575,57423,66118.45,"3600 Male -4g in 2025"
"318","4800","Male","-4g in 2025",2026,49253.45,56152,64865.4,"4800 Male -4g in 2025"
"319","0","Female","-4g in 2025",2026,54141.125,61085.5,69877.4,"0 Female -4g in 2025"
"320","1311","Female","-4g in 2025",2026,53685.125,60533,69250.65,"1311 Female -4g in 2025"
"321","2400","Female","-4g in 2025",2026,51582,58425.5,67198.2,"2400 Female -4g in 2025"
"322","3050","Female","-4g in 2025",2026,50741.6,57751,66409.2,"3050 Female -4g in 2025"
"323","3600","Female","-4g in 2025",2026,50298.7,57143.5,65872.875,"3600 Female -4g in 2025"
"324","4800","Female","-4g in 2025",2026,48960.8,55760,64508,"4800 Female -4g in 2025"
"325","0","Historical","Mean of historical",2027,57797.15,65674,74878.3,"0 Historical Mean of historical"
"326","1311","Historical","Mean of historical",2027,56602.95,64533,73763.825,"1311 Historical Mean of historical"
"327","2400","Historical","Mean of historical",2027,52507.65,60402,69582.5,"2400 Historical Mean of historical"
"328","3050","Historical","Mean of historical",2027,51033.575,58911.5,68091.825,"3050 Historical Mean of historical"
"329","3600","Historical","Mean of historical",2027,49951.55,57710,66746.2,"3600 Historical Mean of historical"
"330","4800","Historical","Mean of historical",2027,47105.075,55038.5,64266.3,"4800 Historical Mean of historical"
"331","0","Pup","Mean of historical",2027,57786.5,65670,74864.275,"0 Pup Mean of historical"
"332","1311","Pup","Mean of historical",2027,56663.2,64601,73688.9,"1311 Pup Mean of historical"
"333","2400","Pup","Mean of historical",2027,52645.55,60589,69522.875,"2400 Pup Mean of historical"
"334","3050","Pup","Mean of historical",2027,51256.475,59227.5,68499.15,"3050 Pup Mean of historical"
"335","3600","Pup","Mean of historical",2027,50144.175,58065,67301.4,"3600 Pup Mean of historical"
"336","4800","Pup","Mean of historical",2027,47649.5,55465,64584.05,"4800 Pup Mean of historical"
"337","0","Adult","Mean of historical",2027,57883.575,65695.5,74761.3,"0 Adult Mean of historical"
"338","1311","Adult","Mean of historical",2027,56604.475,64544,73663.4,"1311 Adult Mean of historical"
"339","2400","Adult","Mean of historical",2027,52228.9,60249,69434.275,"2400 Adult Mean of historical"
"340","3050","Adult","Mean of historical",2027,50859.225,58720.5,67890.325,"3050 Adult Mean of historical"
"341","3600","Adult","Mean of historical",2027,49468.075,57450.5,66684.525,"3600 Adult Mean of historical"
"342","4800","Adult","Mean of historical",2027,46912.25,54692,64003.65,"4800 Adult Mean of historical"
"343","0","Male","Mean of historical",2027,57806.875,65639.5,74820.475,"0 Male Mean of historical"
"344","1311","Male","Mean of historical",2027,56900.5,64597.5,73767.525,"1311 Male Mean of historical"
"345","2400","Male","Mean of historical",2027,52828.35,60706,69855.675,"2400 Male Mean of historical"
"346","3050","Male","Mean of historical",2027,51456.025,59349,68672.325,"3050 Male Mean of historical"
"347","3600","Male","Mean of historical",2027,50309.85,58205.5,67407.75,"3600 Male Mean of historical"
"348","4800","Male","Mean of historical",2027,47849.5,55720,64840.625,"4800 Male Mean of historical"
"349","0","Female","Mean of historical",2027,57836.875,65721.5,74911,"0 Female Mean of historical"
"350","1311","Female","Mean of historical",2027,56618.925,64507.5,73678.65,"1311 Female Mean of historical"
"351","2400","Female","Mean of historical",2027,52382.625,60229,69462.575,"2400 Female Mean of historical"
"352","3050","Female","Mean of historical",2027,50875.4,58713.5,67894.25,"3050 Female Mean of historical"
"353","3600","Female","Mean of historical",2027,49690.65,57458,66799.35,"3600 Female Mean of historical"
"354","4800","Female","Mean of historical",2027,47065.275,54608,63823.475,"4800 Female Mean of historical"
"355","0","Historical","+0.2g/yr",2027,57893.15,65891.5,74980.6,"0 Historical +0.2g/yr"
"356","1311","Historical","+0.2g/yr",2027,56796.575,64647.5,74022.2,"1311 Historical +0.2g/yr"
"357","2400","Historical","+0.2g/yr",2027,52582.7,60516.5,69814.625,"2400 Historical +0.2g/yr"
"358","3050","Historical","+0.2g/yr",2027,51127.55,59127,68299.125,"3050 Historical +0.2g/yr"
"359","3600","Historical","+0.2g/yr",2027,50148.85,57837,67050.575,"3600 Historical +0.2g/yr"
"360","4800","Historical","+0.2g/yr",2027,47464.35,55145.5,64535.375,"4800 Historical +0.2g/yr"
"361","0","Pup","+0.2g/yr",2027,57900.65,65868,74950.075,"0 Pup +0.2g/yr"
"362","1311","Pup","+0.2g/yr",2027,56794.525,64693.5,74038.2,"1311 Pup +0.2g/yr"
"363","2400","Pup","+0.2g/yr",2027,52854.775,60758,70107.3,"2400 Pup +0.2g/yr"
"364","3050","Pup","+0.2g/yr",2027,51342.4,59368,68601.4,"3050 Pup +0.2g/yr"
"365","3600","Pup","+0.2g/yr",2027,50520.475,58182.5,67360.45,"3600 Pup +0.2g/yr"
"366","4800","Pup","+0.2g/yr",2027,47762.9,55604.5,64876.25,"4800 Pup +0.2g/yr"
"367","0","Adult","+0.2g/yr",2027,57848.425,65787,74869.15,"0 Adult +0.2g/yr"
"368","1311","Adult","+0.2g/yr",2027,56753.2,64670,73954.25,"1311 Adult +0.2g/yr"
"369","2400","Adult","+0.2g/yr",2027,52469.225,60424.5,69489.375,"2400 Adult +0.2g/yr"
"370","3050","Adult","+0.2g/yr",2027,50897.875,58824.5,68227.2,"3050 Adult +0.2g/yr"
"371","3600","Adult","+0.2g/yr",2027,49519.525,57585.5,66857.15,"3600 Adult +0.2g/yr"
"372","4800","Adult","+0.2g/yr",2027,47048.675,54899,64249.275,"4800 Adult +0.2g/yr"
"373","0","Male","+0.2g/yr",2027,57864.975,65809.5,75181.575,"0 Male +0.2g/yr"
"374","1311","Male","+0.2g/yr",2027,56740.95,64775,74109.875,"1311 Male +0.2g/yr"
"375","2400","Male","+0.2g/yr",2027,52773.625,60807.5,70033.325,"2400 Male +0.2g/yr"
"376","3050","Male","+0.2g/yr",2027,51630,59453.5,68884.175,"3050 Male +0.2g/yr"
"377","3600","Male","+0.2g/yr",2027,50522.375,58350.5,67776.75,"3600 Male +0.2g/yr"
"378","4800","Male","+0.2g/yr",2027,47995.1,55795.5,65110.075,"4800 Male +0.2g/yr"
"379","0","Female","+0.2g/yr",2027,57921.325,65817,74995.675,"0 Female +0.2g/yr"
"380","1311","Female","+0.2g/yr",2027,56755.2,64650.5,73963.775,"1311 Female +0.2g/yr"
"381","2400","Female","+0.2g/yr",2027,52473.45,60342,69607.275,"2400 Female +0.2g/yr"
"382","3050","Female","+0.2g/yr",2027,51069.225,58865,68038.575,"3050 Female +0.2g/yr"
"383","3600","Female","+0.2g/yr",2027,49615.45,57599.5,66737.075,"3600 Female +0.2g/yr"
"384","4800","Female","+0.2g/yr",2027,46795.475,54842,64251.425,"4800 Female +0.2g/yr"
"385","0","Historical","-0.2g/yr",2027,57696.1,65568.5,74589.75,"0 Historical -0.2g/yr"
"386","1311","Historical","-0.2g/yr",2027,56692,64351,73685.35,"1311 Historical -0.2g/yr"
"387","2400","Historical","-0.2g/yr",2027,52394.2,60160,69363.075,"2400 Historical -0.2g/yr"
"388","3050","Historical","-0.2g/yr",2027,51003.35,58792,67873.25,"3050 Historical -0.2g/yr"
"389","3600","Historical","-0.2g/yr",2027,49817.825,57602.5,66868.75,"3600 Historical -0.2g/yr"
"390","4800","Historical","-0.2g/yr",2027,47156.05,54937,64106.375,"4800 Historical -0.2g/yr"
"391","0","Pup","-0.2g/yr",2027,57801.5,65539,74658.6,"0 Pup -0.2g/yr"
"392","1311","Pup","-0.2g/yr",2027,56702.65,64461.5,73548.45,"1311 Pup -0.2g/yr"
"393","2400","Pup","-0.2g/yr",2027,52681.6,60466,69531.625,"2400 Pup -0.2g/yr"
"394","3050","Pup","-0.2g/yr",2027,51156,59072,68142.375,"3050 Pup -0.2g/yr"
"395","3600","Pup","-0.2g/yr",2027,50070.6,57879.5,67103.4,"3600 Pup -0.2g/yr"
"396","4800","Pup","-0.2g/yr",2027,47625.575,55360.5,64654.65,"4800 Pup -0.2g/yr"
"397","0","Adult","-0.2g/yr",2027,57842.625,65556.5,74663.725,"0 Adult -0.2g/yr"
"398","1311","Adult","-0.2g/yr",2027,56597,64326.5,73533.9,"1311 Adult -0.2g/yr"
"399","2400","Adult","-0.2g/yr",2027,52295.225,60052.5,69180.725,"2400 Adult -0.2g/yr"
"400","3050","Adult","-0.2g/yr",2027,50714.825,58560.5,67795,"3050 Adult -0.2g/yr"
"401","3600","Adult","-0.2g/yr",2027,49459.625,57333.5,66483.925,"3600 Adult -0.2g/yr"
"402","4800","Adult","-0.2g/yr",2027,46855.225,54609.5,63804.15,"4800 Adult -0.2g/yr"
"403","0","Male","-0.2g/yr",2027,57620.775,65500,74642.25,"0 Male -0.2g/yr"
"404","1311","Male","-0.2g/yr",2027,56723.35,64495,73541.2,"1311 Male -0.2g/yr"
"405","2400","Male","-0.2g/yr",2027,52771.675,60559,69867.025,"2400 Male -0.2g/yr"
"406","3050","Male","-0.2g/yr",2027,51476.125,59219.5,68452.6,"3050 Male -0.2g/yr"
"407","3600","Male","-0.2g/yr",2027,50307.475,58007.5,67301.475,"3600 Male -0.2g/yr"
"408","4800","Male","-0.2g/yr",2027,47835.575,55634,64664.675,"4800 Male -0.2g/yr"
"409","0","Female","-0.2g/yr",2027,57653.65,65530,74635.675,"0 Female -0.2g/yr"
"410","1311","Female","-0.2g/yr",2027,56629.95,64386,73532.3,"1311 Female -0.2g/yr"
"411","2400","Female","-0.2g/yr",2027,52346.55,59947.5,69129.65,"2400 Female -0.2g/yr"
"412","3050","Female","-0.2g/yr",2027,50818.5,58598,67723,"3050 Female -0.2g/yr"
"413","3600","Female","-0.2g/yr",2027,49379.425,57282.5,66517.425,"3600 Female -0.2g/yr"
"414","4800","Female","-0.2g/yr",2027,46679.425,54548,63688.325,"4800 Female -0.2g/yr"
"415","0","Historical","+4g in 2025",2027,60519.1,68374,78411.65,"0 Historical +4g in 2025"
"416","1311","Historical","+4g in 2025",2027,59174.05,67161,77322.175,"1311 Historical +4g in 2025"
"417","2400","Historical","+4g in 2025",2027,54851.5,62860.5,72946.625,"2400 Historical +4g in 2025"
"418","3050","Historical","+4g in 2025",2027,53460.1,61370.5,71618.45,"3050 Historical +4g in 2025"
"419","3600","Historical","+4g in 2025",2027,52185.8,60136.5,70288.275,"3600 Historical +4g in 2025"
"420","4800","Historical","+4g in 2025",2027,49516.975,57376,67603.925,"4800 Historical +4g in 2025"
"421","0","Pup","+4g in 2025",2027,60413.775,68351,78453.1,"0 Pup +4g in 2025"
"422","1311","Pup","+4g in 2025",2027,59201.65,67245.5,77261.05,"1311 Pup +4g in 2025"
"423","2400","Pup","+4g in 2025",2027,55218.75,63162.5,73118.75,"2400 Pup +4g in 2025"
"424","3050","Pup","+4g in 2025",2027,53739.3,61710,71902.925,"3050 Pup +4g in 2025"
"425","3600","Pup","+4g in 2025",2027,52462.325,60509.5,70665,"3600 Pup +4g in 2025"
"426","4800","Pup","+4g in 2025",2027,50126.7,57902,68087.95,"4800 Pup +4g in 2025"
"427","0","Adult","+4g in 2025",2027,60440.65,68322,78287.125,"0 Adult +4g in 2025"
"428","1311","Adult","+4g in 2025",2027,59243.35,67104,77122.3,"1311 Adult +4g in 2025"
"429","2400","Adult","+4g in 2025",2027,54698.5,62661,72783.25,"2400 Adult +4g in 2025"
"430","3050","Adult","+4g in 2025",2027,53200.6,61115,71458.725,"3050 Adult +4g in 2025"
"431","3600","Adult","+4g in 2025",2027,52044.675,59835,70023.15,"3600 Adult +4g in 2025"
"432","4800","Adult","+4g in 2025",2027,49049.975,57009,67240.25,"4800 Adult +4g in 2025"
"433","0","Male","+4g in 2025",2027,60277.6,68338.5,78348.125,"0 Male +4g in 2025"
"434","1311","Male","+4g in 2025",2027,59227.825,67210.5,77279.15,"1311 Male +4g in 2025"
"435","2400","Male","+4g in 2025",2027,55189.35,63230.5,73363.425,"2400 Male +4g in 2025"
"436","3050","Male","+4g in 2025",2027,53871.2,61842,71914.85,"3050 Male +4g in 2025"
"437","3600","Male","+4g in 2025",2027,52673.5,60659,70802.125,"3600 Male +4g in 2025"
"438","4800","Male","+4g in 2025",2027,50214.425,58162.5,68278.05,"4800 Male +4g in 2025"
"439","0","Female","+4g in 2025",2027,60347.45,68311.5,78372.2,"0 Female +4g in 2025"
"440","1311","Female","+4g in 2025",2027,59150.625,67074,77167.05,"1311 Female +4g in 2025"
"441","2400","Female","+4g in 2025",2027,54755.325,62706,72795.6,"2400 Female +4g in 2025"
"442","3050","Female","+4g in 2025",2027,53101.875,61126,71089.925,"3050 Female +4g in 2025"
"443","3600","Female","+4g in 2025",2027,51868.575,59787.5,69964.475,"3600 Female +4g in 2025"
"444","4800","Female","+4g in 2025",2027,48997.775,56959.5,67140.85,"4800 Female +4g in 2025"
"445","0","Historical","-4g in 2025",2027,57259,64832,74212.25,"0 Historical -4g in 2025"
"446","1311","Historical","-4g in 2025",2027,56174.675,63653,72883.9,"1311 Historical -4g in 2025"
"447","2400","Historical","-4g in 2025",2027,52105.025,59568,68794.675,"2400 Historical -4g in 2025"
"448","3050","Historical","-4g in 2025",2027,50569.225,58096,67396.3,"3050 Historical -4g in 2025"
"449","3600","Historical","-4g in 2025",2027,49412.975,56916.5,66216.375,"3600 Historical -4g in 2025"
"450","4800","Historical","-4g in 2025",2027,46833.375,54235,63697.075,"4800 Historical -4g in 2025"
"451","0","Pup","-4g in 2025",2027,57402.95,64816.5,74064.375,"0 Pup -4g in 2025"
"452","1311","Pup","-4g in 2025",2027,56395.275,63676.5,73055.5,"1311 Pup -4g in 2025"
"453","2400","Pup","-4g in 2025",2027,52249.525,59778.5,69030.725,"2400 Pup -4g in 2025"
"454","3050","Pup","-4g in 2025",2027,50919.4,58389,67843.225,"3050 Pup -4g in 2025"
"455","3600","Pup","-4g in 2025",2027,49650.725,57174.5,66527.55,"3600 Pup -4g in 2025"
"456","4800","Pup","-4g in 2025",2027,47337.25,54716,63980.275,"4800 Pup -4g in 2025"
"457","0","Adult","-4g in 2025",2027,57371.35,64801,74247.45,"0 Adult -4g in 2025"
"458","1311","Adult","-4g in 2025",2027,56130.925,63606,73058.3,"1311 Adult -4g in 2025"
"459","2400","Adult","-4g in 2025",2027,51913.025,59382.5,68811.3,"2400 Adult -4g in 2025"
"460","3050","Adult","-4g in 2025",2027,50513.05,57900,67252.7,"3050 Adult -4g in 2025"
"461","3600","Adult","-4g in 2025",2027,49238.375,56612,65806.25,"3600 Adult -4g in 2025"
"462","4800","Adult","-4g in 2025",2027,46508.6,53953.5,63332.325,"4800 Adult -4g in 2025"
"463","0","Male","-4g in 2025",2027,57296.125,64793.5,73999.525,"0 Male -4g in 2025"
"464","1311","Male","-4g in 2025",2027,56186.975,63725.5,72941.7,"1311 Male -4g in 2025"
"465","2400","Male","-4g in 2025",2027,52526.625,59867.5,69228.475,"2400 Male -4g in 2025"
"466","3050","Male","-4g in 2025",2027,51032.9,58498.5,67758.725,"3050 Male -4g in 2025"
"467","3600","Male","-4g in 2025",2027,49966.125,57411,66724.5,"3600 Male -4g in 2025"
"468","4800","Male","-4g in 2025",2027,47470.475,54899,64019.825,"4800 Male -4g in 2025"
"469","0","Female","-4g in 2025",2027,57339.35,64771.5,74054.2,"0 Female -4g in 2025"
"470","1311","Female","-4g in 2025",2027,56197.9,63627,73021.5,"1311 Female -4g in 2025"
"471","2400","Female","-4g in 2025",2027,51965.125,59378.5,68709.25,"2400 Female -4g in 2025"
"472","3050","Female","-4g in 2025",2027,50490.1,57848.5,67135.675,"3050 Female -4g in 2025"
"473","3600","Female","-4g in 2025",2027,49359.525,56651.5,65805.9,"3600 Female -4g in 2025"
"474","4800","Female","-4g in 2025",2027,46554.075,53875.5,63190.325,"4800 Female -4g in 2025"
"475","0","Historical","Mean of historical",2028,61348.85,69831.5,79682.625,"0 Historical Mean of historical"
"476","1311","Historical","Mean of historical",2028,59673.45,68076,77664.325,"1311 Historical Mean of historical"
"477","2400","Historical","Mean of historical",2028,53440.925,61795.5,71682.45,"2400 Historical Mean of historical"
"478","3050","Historical","Mean of historical",2028,51093.95,59574.5,69129.025,"3050 Historical Mean of historical"
"479","3600","Historical","Mean of historical",2028,49221.175,57756,67517.175,"3600 Historical Mean of historical"
"480","4800","Historical","Mean of historical",2028,45159.7,53595.5,63447.35,"4800 Historical Mean of historical"
"481","0","Pup","Mean of historical",2028,61477.55,69879,79374.675,"0 Pup Mean of historical"
